ID,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones,precio estimado dolares,precio venta dolares
3246,"30,000 - 40,000 usd","47,880 usd","sep 30, 2021",fernando de szyszlo,sotheby's new york,contemporary curated,acrylic on canvas,47 by 47 in. 119.4 by 119.4 cm. 53 by 53...,40000.0,47880.0
3247,"8,000 - 12,000 usd","13,860 usd","sep 17, 2021 - sep 27, 2021",domingo ramos,sotheby's new york,impressionist & modern art,oil on canvas,23a by 29½ in.,12000.0,13860.0
3248,"1,000 - 1,500 eur","6,048 eur","sep 23, 2021",andre pierre,estimations & ventes aux enchaares,haitian paintings,acrylic on canvas,51 x 76 cm,1455.0,5866.5599999999995
3249,"7,000 - 10,000 usd","14,720 usd","sep 18, 2021",rene portocarrero,neal auction company,"neal auction fall estates september 10 & 11, 2021 day 2 - lots 162-760",oil on canvas,24 in x 36 in,10000.0,14720.0
3250,200 - 300 eur,200 eur*,"sep 09, 2021",cesar villacres,rossini,"online summer sale - paintings, sculptures, lithographs, 19th, modern and contemporary",oil on canvas,33x46 cm,291.0,194.0
3251,"500 - 1,000 usd",492 usd,"aug 21, 2021",rene portocarrero,nadeau's,"contemporary, custom, mission, and decorative accessories and art",oil on canvas,20″ x 16″,1000.0,492.0
3252,"4,000 - 6,000 usd","4,500 usd*","jul 12, 2021 - jul 28, 2021",antonio segui,castells,online: modern & contemporary art,diluted oil and tempera on cardboard,55 x 69 cm,6000.0,4500.0
3253,"15,000 - 20,000 usd","27,500 usd","jul 09, 2021 - jul 23, 2021",benito quinquela martin,christie's online,latin american art online,oil on board,19 3 a 4 x 27 3 a 4 in.,20000.0,27500.0
3254,"8,000 - 12,000 usd","13,750 usd","jul 09, 2021 - jul 23, 2021",antonio segui,christie's online,latin american art online,acrylic on canvas,18 x 21 5 a 8 in.,12000.0,13750.0
3255,"6,000 - 8,000 usd","12,500 usd","jul 09, 2021 - jul 23, 2021",antonio segui,christie's online,latin american art online,acrylic on canvas,24 x 20 in.,8000.0,12500.0
3256,"15,000 - 20,000 usd","56,250 usd","jul 09, 2021 - jul 23, 2021",emilio sanchez,christie's online,latin american art online,oil on canvas,48 x 72 in.,20000.0,56250.0
3257,"15,000 - 20,000 usd","37,800 usd","jul 14, 2021 - jul 21, 2021",emilio sanchez,sotheby's new york,contemporary art online | new york,oil and graphite on canvas canvas,41 by 51 in.,20000.0,37800.0
3258,"1,000 - 10,000 usd","19,000 usd*","jun 30, 2021",fernando de szyszlo,hill auction gallery,spectrum,oil painting on canvas,41 x 41 x 2 in.,10000.0,19000.0
3259,200 - 400 usd,125 usd,"jun 16, 2021 - jun 24, 2021",francisco zuniga,"skinner, marlborough",discovery - interiors,mixed media on board,size 18 1/2 x 23 in.,400.0,125.0
3260,"28,000 eur","30,000 eur*","jun 23, 2021",fernando de szyszlo,fernando duran,contemporary art,oil on canvas,"121,5 x 150,5 cm.",27160.0,29100.0
3261,"25,000 - 30,000 eur","31,200 eur","jun 17, 2021",antonio segui,cornette de saint cyr paris,modern and contemporary art,acrylic on canvas,120 x 120 cm,29100.0,30264.0
3262,"45,000 eur","45,000 eur*","jun 16, 2021",joaquin torres garcia,alcala auctions,june auction - session 1,oil on cardboard adhered to canvas,"45,5 x 34 cm. (tamiao del carton)",43650.0,43650.0
3263,"55,000 eur","60,000 eur*","jun 16, 2021",joaquin torres garcia,alcala auctions,june auction - session 1,oil on cardboard adhered to canvas,"43 x 51,5 cm. (tamiao del carton)",53350.0,58200.0
3264,"25,000 - 35,000 usd","25,200 usd","jun 07, 2021 - jun 16, 2021",david alfaro siqueiros,sotheby's new york,impressionist & modern art,acrylic and gouache on paper laid down on panel,39 3/4 by 26 1/4 in.,35000.0,25200.0
3265,400 eur,"1,300 eur","jun 09, 2021 - jun 10, 2021",cesar villacres,nagel auction,varia,oil / canvas,52 x 60 cm,388.0,1261.0
3266,400 eur,"1,300 eur","jun 09, 2021 - jun 10, 2021",cesar villacres,nagel auction,varia,oil on hardboard,"50 x 61 cm, r.",388.0,1261.0
3267,"5,000 - 10,000 usd","8,000 usd*","jun 09, 2021",rene portocarrero,the potomack company,june modern art auction,oil on canvas,19 x 16 in.,10000.0,8000.0
3268,"25,000 - 35,000 usd","37,500 usd","jun 09, 2021",david alfaro siqueiros,rago arts and auction center,american & european art,acrylic on masonite,44 h aa 27¾ w in112 aa 70 cm,35000.0,37500.0
3269,"6,000 - 8,000 eur","7,000 eur*","jun 01, 2021",antonio segui,veritas art auctioneers,contemporary art,oil on photograph laid on panel,100x100 cm,7760.0,6790.0
3270,"5,000 - 8,000 usd","3,500 usd","may 30, 2021",alfredo ramos martinez,california auctioneers & appraisers,california estates auction,mixed media on newsprint,"approx 18"" x 23""",8000.0,3500.0
3271,"6,000 - 8,000 eur","8,400 eur*","may 30, 2021",antonio segui,estim nation,online: art & collections : 350 without reserve price,oil on canvas,46 x 55 cm,7760.0,8148.0
3272,"1,200,000 - 1,800,000 mxn","1,100,000 mxn*","may 27, 2021",francisco toledo,"morton auctions, monte athos",latin american art auction,oil and sand on canvas,110 x 80 cm,90000.0,55000.0
3273,"25,000 - 30,000 usd","23,400 usd*","may 26, 2021",joaquin torres garcia,zorrilla,uruguayan and foreign painting (lots 200-461),oil on cardboard glued to wood,41 x 31 cm,30000.0,23400.0
3274,"300,000 - 400,000 sek","330,000 sek*","may 19, 2021 - may 20, 2021",francisco toledo,uppsala auktionskammare,modern & contemporary sale,oil on canvas,73 x 92 cm,35200.0,29040.0
3275,"60,000 - 80,000 usd","131,250 usd","may 19, 2021",fernando de szyszlo,christie's new york,latin american art,oil on canvas,59 x 47 ¼ in. 150 x 120 cm.,80000.0,131250.0
3276,"250,000 - 350,000 usd","350,000 usd","may 19, 2021",rufino tamayo,christie's new york,latin american art,oil on canvas,38 x 51 in. 96.5 x 129.5 cm.,350000.0,350000.0
3277,"30,000 - 40,000 usd","23,750 usd","may 19, 2021",fernando de szyszlo,christie's new york,latin american art,acrylic on canvas,38 ¾ x 38 ¾ in. 98.4 x 98.4 cm.,40000.0,23750.0
3278,"60,000 - 80,000 usd","93,750 usd","may 19, 2021",david alfaro siqueiros,christie's new york,latin american art,oil on masonite,11 7/8 x 17 7/8 in. 30.2 x 45.4 cm.,80000.0,93750.0
3279,"100,000 - 150,000 usd","125,000 usd","may 19, 2021",joaquin torres garcia,christie's new york,latin american art,oil on canvas,21 ¼ x 25 5/8 in. 54 x 65.1 cm.,150000.0,125000.0
3280,"25,000 - 35,000 usd","62,500 usd","may 19, 2021",fernando de szyszlo,christie's new york,latin american art,oil on canvas,41 ¾ x 49 ½ in. 106 x 125.5 cm.,35000.0,62500.0
3281,"30,000 - 40,000 usd","200,000 usd","may 19, 2021",rene portocarrero,christie's new york,latin american art,oil on canvas,24 x 20 in. 61 x 50.8 cm.,40000.0,200000.0
3282,"100,000 - 150,000 usd","112,500 usd","may 19, 2021",tomas sanchez,christie's new york,latin american art,acrylic on canvas,29 ½ x 21 7/8 in. 75 x 55.5 cm.,150000.0,112500.0
3283,"60,000 - 80,000 usd","137,500 usd","may 19, 2021",armando reveron,christie's new york,latin american art,oil on canvas,26 3/8 x 41 3/8 in. 67 x 105 cm.,80000.0,137500.0
3284,"50,000 - 70,000 usd","50,000 usd","may 19, 2021",hector poleo,christie's new york,latin american art,oil on canvas,19 x 23 ¼ in. 48.3 x 59.1 cm.,70000.0,50000.0
3285,"250,000 - 300,000 usd","277,200 usd","apr 30, 2021 - may 14, 2021",francisco toledo,sotheby's new york,impressionist & modern art day sale,oil and sand on canvas,41 by 33 in.,300000.0,277200.0
3286,"80,000 - 120,000 usd","88,200 usd","apr 30, 2021 - may 14, 2021",armando reveron,sotheby's new york,impressionist & modern art day sale,oil and tempera on burlap,15¾ by 19¾ in.,120000.0,88200.0
3287,"700,000 - 900,000 usd","867,000 usd","apr 30, 2021 - may 14, 2021",rufino tamayo,sotheby's new york,impressionist & modern art day sale,oil on canvas,17⅜ by 22⅛ in.,900000.0,867000.0
3288,"180,000 - 250,000 usd","189,000 usd","apr 30, 2021 - may 14, 2021",david alfaro siqueiros,sotheby's new york,impressionist & modern art day sale,pyroxylin and acrylic on masonite,47¼ by 31½ in.,250000.0,189000.0
3289,"18,000 - 22,000 usd","44,100 usd","apr 30, 2021 - may 14, 2021",francisco toledo,sotheby's new york,impressionist & modern art day sale,"gouache on incised fossilized stone, in two parts",5 by 12¾ in.,22000.0,44100.0
3290,"60,000 - 80,000 usd","119,700 usd","apr 30, 2021 - may 14, 2021",david alfaro siqueiros,sotheby's new york,impressionist & modern art day sale,pyroxylin on masonite,23 ⅞ by 18 in.,80000.0,119700.0
3291,"350,000 - 450,000 usd","600,800 usd","apr 30, 2021 - may 14, 2021",rufino tamayo,sotheby's new york,impressionist & modern art day sale,oil and sand on canvas,37⅜ by 51 in.,450000.0,600800.0
3292,"40,000 - 60,000 usd","44,100 usd","apr 30, 2021 - may 14, 2021",fernando de szyszlo,sotheby's new york,impressionist & modern art day sale,acrylic on canvas,59 by 47¼ in.,60000.0,44100.0
3293,"900,000 - 1,200,000 usd","1,169,500 usd","may 13, 2021",alfredo ramos martinez,sotheby's new york,impressionist & modern art evening sale,oil on canvas,32⅜ by 28¼ in.,1200000.0,1169500.0
3294,"2,000,000 - 3,000,000 usd","7,445,250 usd","may 13, 2021",diego rivera,sotheby's new york,impressionist & modern art evening sale,oil on canvas,76 by 47¼ in.,3000000.0,7445250.0
3295,100 - 300 usd,900 usd*,"apr 28, 2021",joaquin torres garcia,kodner galleries,"estate jewelry, art & collectibles",oil on canvas,"12"" h",300.0,900.0
3296,"1,000 - 1,500 eur",850 eur*,"apr 19, 2021 - apr 20, 2021",francisco toledo,galerie moderne,catalog sale,gouache,cm59  x cm41,1455.0,824.5
3297,"2,000 - 3,000 usd","3,780 usd","apr 20, 2021",leopoldo romanac,doyle new york,latin american art/post-war & contemporary art,oil on canvas,16 x 20 inches,3000.0,3780.0
3298,"30,000 - 40,000 eur","28,000 eur*","apr 15, 2021",joaquin torres garcia,setdart,selected 19th and 20th century artworks,oil on cardaaboard,43.5 x 52 cm,38800.0,27160.0
3299,"2,000 - 4,000 usd","2,813 usd","apr 09, 2021",antonio segui,"hindman, chicago",fine art + design selections,mixed media,25 x 19 1/4 inches,4000.0,2813.0
3300,"1,000 - 2,000 usd","1,875 usd","apr 09, 2021",antonio segui,"hindman, chicago",fine art + design selections,graphite on artist board,19 x 25 inches,2000.0,1875.0
3301,"3,000 - 4,000 eur","5,980 eur","mar 26, 2021",antonio segui,millon & associes,post-war & contemporary art,oil and grease pencil on canvas,33 x 41 cm,3880.0,5800.599999999999
3302,"8,000 - 12,000 eur","27,300 eur","mar 26, 2021",antonio segui,millon & associes,post-war & contemporary art,oil and pastel on canvas,53 x 65 cm,11640.0,26481.0
3303,900 eur,"2,000 eur*","mar 24, 2021",leopoldo romanac,fernando duran,spring auction 2021: old art and decorative arts,oil on canvas adhered to panel,29 x 27 cm,873.0,1940.0
3304,"22,000 - 25,000 eur","24,000 eur*","mar 20, 2021",antonio segui,louiza auction,"sale of modern and contemporary paintings, design and sculptures",acrylic and marker on canvas,73 x 92 m,24250.0,23280.0
3305,"8,000 - 10,000 eur","6,000 eur*","mar 20, 2021",diego rivera,louiza auction,"sale of modern and contemporary paintings, design and sculptures",oil on canvas,300 x 400 cm (3 x 4 metres),9700.0,5820.0
3306,"10,000 - 15,000 usd","7,560 usd","mar 01, 2021 - mar 11, 2021",rene portocarrero,sotheby's new york,impressionist & modern art | new york,casein on board,28 by 22 in.,15000.0,7560.0
3307,"15,000 - 20,000 usd","25,200 usd","mar 03, 2021",antonio segui,phillips new york,new now,acrylic on canvas,39 3/8 x 39 3/8 in.,20000.0,25200.0
3308,"70,000 - 80,000 eur","55,000 eur*","mar 03, 2021",benito quinquela martin,setdart,19th & 20th century classics,oil on canaavas,89 x 100 cm,77600.0,53350.0
3309,"20,000 - 30,000 usd","11,000 usd*","feb 28, 2021 - mar 01, 2021",rene portocarrero,thomaston place auction galleries,"temptations, day 3 - fine art, antiques & 20th c. decorative items",oil on canvas,"36"" x 32""",30000.0,11000.0
3310,"400,000 - 600,000 mxn","720,000 mxn*","feb 25, 2021",francisco zuniga,"morton auctions, monte athos","painting, drawing and sculpture",oil on canvas,45 x 59.5 cm,30000.0,36000.0
3311,"6,000 - 8,000 usd","5,992 usd","jan 26, 2021 - feb 04, 2021",hector poleo,bonhams online,"modern, contemporary & latin american art",casein on paper laid down on board,7 1/4 x 5 1/8 in,8000.0,5992.0
3312,"12,000 - 18,000 usd","19,062 usd","jan 26, 2021 - feb 04, 2021",rene portocarrero,bonhams online,"modern, contemporary & latin american art",oil on canvas,24 x 16 1/8 in,18000.0,19062.0
3313,"8,000 - 12,000 usd","8,000 usd","jan 26, 2021 - feb 04, 2021",rene portocarrero,bonhams online,"modern, contemporary & latin american art",oil on board,17 5/8 x 14 in,12000.0,8000.0
3314,"8,000 - 12,000 usd","8,925 usd","jan 26, 2021 - feb 04, 2021",rene portocarrero,bonhams online,"modern, contemporary & latin american art",oil on canvas,18 x 9 15/16 in,12000.0,8925.0
3315,"10,000 - 15,000 usd","9,996 usd","jan 26, 2021 - feb 04, 2021",fidelio ponce de leon,bonhams online,"modern, contemporary & latin american art",oil on canvas,20 1/16 x 15 15/16 in,15000.0,9996.0
3316,"10,000 eur","8,000 eur*","jan 28, 2021",rene portocarrero,hagelstam,modern t134,tempera,74x52 cm,9700.0,7760.0
3317,"1,000 - 10,000 usd","11,000 usd*","jan 27, 2021",fernando de szyszlo,hill auction gallery,"old money, new world",oil painting on canvas.,36 in. x 28 1/2 in,10000.0,11000.0
3318,"20,000 - 40,000 usd","23,000 usd*","jan 26, 2021",antonio segui,bill hood & sons art & antique auctions,major latin american art collection,mixed media on canvas,h. 53a x w. 53a,40000.0,23000.0
3319,"8,000 - 12,000 usd","7,000 usd*","jan 26, 2021",fernando de szyszlo,bill hood & sons art & antique auctions,major latin american art collection,oil on canvas,27-3/4 x 39-1/4 inches,12000.0,7000.0
3320,"500 - 1,000 usd",550 usd*,"jan 26, 2021",jose antonio velasquez,bill hood & sons art & antique auctions,major latin american art collection,oil on canvas,20 x 15 inches,1000.0,550.0
3321,"1,000 - 2,000 usd","1,700 usd*","jan 26, 2021",jose antonio velasquez,bill hood & sons art & antique auctions,major latin american art collection,oil on canvas,21 x 28-1/4 inches,2000.0,1700.0
3322,"6,000 - 8,000 usd","3,700 usd*","jan 26, 2021",fernando de szyszlo,bill hood & sons art & antique auctions,major latin american art collection,oil on canvas,28-1/2 x 20 inches,8000.0,3700.0
3323,"2,000 - 4,000 usd","2,600 usd*","jan 24, 2021",fernando de szyszlo,burchard galleries,"estate, antiques, decorative & fine art auction",oil/canvas,22.5'' x 30.5',4000.0,2600.0
3324,150 - 250 usd,"1,800 usd*","jan 21, 2021",emilio sanchez,cottone auctions,antiques & design,mixed media on bainbridge board,22 x 30 1/2 in,250.0,1800.0
3325,"1,200 eur","1,400 eur*","dec 28, 2020",leopoldo romanac,fernando duran,antique art: christmas auction 2020,oil on cardboard,"20 x 38,5 cm",1164.0,1358.0
3326,800 eur,800 eur,"dec 16, 2020",antonio segui,ansorena,auction 406 - session 2 paintings and decorative arts,oil on cardboard,"24 x 17,5 cm",776.0,776.0
3327,300 - 500 eur,380 eur,"dec 16, 2020",cesar villacres,delon-hoebanx auction house,modern paintings & sculptures,oil on canvas,50 x 61 cm,485.0,368.59999999999997
3328,"12,000 - 18,000 eur","19,500 eur","dec 15, 2020",antonio segui,cornette de saint cyr paris,modern and contemporary art,acrylic and marker on canvas,39.76 x 39.37 in,17460.0,18915.0
3329,"25,000 - 35,000 usd","25,200 usd","dec 04, 2020 - dec 14, 2020",david alfaro siqueiros,sotheby's new york,impressionist & modern art,pyroxylin on fibracel,13 1/4 by 17 1/2 in.,35000.0,25200.0
3330,"2,000 - 3,000 usd","2,600 usd*","dec 11, 2020",elmar rojas,weschler's,capital collections auction featuring whimsical furnishings,oil and acrylic on masonite,13-1/2 x 16-3/4 in,3000.0,2600.0
3331,"4,000 - 6,000 eur","11,250 eur","dec 09, 2020",joaquin torres garcia,artcurial,impressionist & modern art - day sale,oil on canvas,h: 26 w: 28 cm,5820.0,10912.5
3332,"1,000 - 1,500 eur","1,300 eur","dec 08, 2020",jesus-rafael soto,cornette de saint cyr paris,[sale maintained live behind closed doors] - prints & multiples,"silkscreen on cardboard, collage, wire, needle and knitting thread",30 x 20 cm,1455.0,1261.0
3333,"400,000 - 600,000 usd","441,000 usd","dec 08, 2020",joaquin torres garcia,sotheby's new york,"impressionist, modern & contemporary art | an evening sale",oil and gesso on board,20 by 16¼ in.,600000.0,441000.0
3334,"17,000 - 20,000 eur","15,500 eur*","dec 06, 2020",joaquin torres garcia,"osenat, versailles",modern and contemporary art,oil on canvas,33 x 46 cm,19400.0,15035.0
3335,"26,000 usd","31,000 usd*","dec 03, 2020",emilio pettoruti,roldan auctions,"classical painting and sculpture, modern and contemporary arkheion collectible design",oil on canvas,"14,5 x 18 cm",26000.0,31000.0
3336,"2,000 - 3,000 eur","2,000 eur*","dec 03, 2020",angel zarraga,marambat-malafosse,paintings - furniture - art objects - xxth arts,oil on double-sided cardboard,"26 x 18,5 cm",2910.0,1940.0
3337,"30,000 - 40,000 usd","75,600 usd","nov 10, 2020 - nov 19, 2020",rene portocarrero,sotheby's new york,impressionist & modern art day sale,oil on canvas,31 1/4 by 23 5/8 in.,40000.0,75600.0
3338,"60,000 - 80,000 usd","81,900 usd","nov 10, 2020 - nov 19, 2020",diego rivera,sotheby's new york,impressionist & modern art day sale,oil on canvas laid down on masonite,14 1/8 by 19 3/4 in.,80000.0,81900.0
3339,"100,000 - 120,000 usd","126,000 usd","nov 10, 2020 - nov 19, 2020",francisco toledo,sotheby's new york,impressionist & modern art day sale,oil and sand on paper laid down on canvas,26 1/4 by 20 3/4 in.,120000.0,126000.0
3340,"80,000 - 120,000 usd","113,400 usd","nov 10, 2020 - nov 19, 2020",david alfaro siqueiros,sotheby's new york,impressionist & modern art day sale,pyroxylin on novopan,24 1/4 by 33 in.,120000.0,113400.0
3341,"200,000 - 300,000 usd","277,200 usd","nov 10, 2020 - nov 19, 2020",angel zarraga,sotheby's new york,impressionist & modern art day sale,oil on canvas,48 3/4 by 25 1/2 in.,300000.0,277200.0
3342,"25,000 - 35,000 usd","24,000 usd*","nov 06, 2020 - nov 18, 2020",joaquin torres garcia,castells,online: torres-garcaa workshop,oil on cardboard,50 x 58 cm.,35000.0,24000.0
3343,"40,000 - 60,000 usd","44,100 usd","nov 10, 2020 - nov 18, 2020",antonio segui,sotheby's new york,contemporary art day auction: online,oil and glitter on canvas,30 1/4 by 50 3/4 in.,60000.0,44100.0
3344,"40,000 - 60,000 usd","47,880 usd","nov 10, 2020 - nov 18, 2020",fernando de szyszlo,sotheby's new york,contemporary art day auction: online,oil on canvas,58 7/8 by 47 3/4 in.,60000.0,47880.0
3345,"10,000 - 15,000 usd","20,000 usd","nov 06, 2020 - nov 18, 2020",rene portocarrero,christie's online,latin american art online,oil on paper laid on board,22 1a2 x 15 3a8 in. 57.2 x 39 cm.,15000.0,20000.0
3346,"150,000 - 200,000 usd","176,400 usd","nov 10, 2020 - nov 18, 2020",tomas sanchez,sotheby's new york,contemporary art day auction: online,acrylic on canvas,40 1/8 by 30 in.,200000.0,176400.0
3347,"3,000 - 5,000 usd","2,750 usd","nov 06, 2020 - nov 18, 2020",emilio sanchez,christie's online,latin american art online,oil on canvas,22 x 30 1a4 in. 55.9 x 76.8 cm.,5000.0,2750.0
